result	original	partial
0	-2.409170813334485	0.2695968724465617
0	-3.8352589377205777	-0.7860887428295168
0	-3.4612138050442502	-0.8826530874078996
1	3.0320837235725127	2.085561630416267
0	-1.529809336347792	0.37197314473409726
0	-3.3234217220856266	-0.0935672417417913
1	3.5049725296358853	-0.8572648999120498
1	2.177987302626782	-0.7828175825650114
0	-1.3571803775426476	-0.37949202771534674
1	-0.8117817584083056	0.11598542485641261
0	-3.151176340382283	-0.5754926127193402
1	2.774105343628554	-1.6852897646718086
1	4.739276324418011	-0.7840656496090495
1	0.5581975689561715	-1.436788295755087
1	1.406636989417776	-0.43207028951413207
1	-0.41561751327685403	-0.5573038458890569
0	-2.826008235730989	-0.8485604104010434
0	-3.3878556662473605	-0.6103038168526265
1	3.766738163840246	0.027914890592573197
1	0.14650410014690088	0.478912561276494
0	-3.647775566812534	-0.2858468912541169
0	-2.9368321466935026	-0.917447179276177
0	-4.254310737990775	-0.4523030318994334
1	4.185554398488208	-1.3875756882990842
1	2.6721805628230486	-0.8777085419962628
0	-3.4177091978018037	-0.373202931499984
1	2.7168558094520203	-0.06927364898601328
1	3.2853878219303616	-0.720150567680436
1	4.470795554046293	-0.6774881579589193
1	0.9905313727859303	-1.4982638172796359
0	-3.353101993186013	-0.5119448533279606
1	4.551014688496699	-0.5379259290252636
0	-2.419016137998369	-0.5925082155229782
1	3.062629385653049	-1.0422406329537826
1	2.744008073073799	-1.2270155087383448
1	3.3283904721743447	-0.9242228766212855
0	-4.378917360309838	0.19666483577178243
0	1.4196305612418492	-0.7720168647811412
1	-0.0011090903894870152	0.13847048361549133
1	2.5570240253233982	-0.3848337690218256
1	2.8609112720345764	-1.5130176809125067
1	4.744348219187323	-1.1074927599376148
1	0.6496514953571956	-0.24609575461276173
1	3.1558417690302134	-0.9157310986118203
1	4.230830693025324	-1.1134487935334338
1	0.45743720691050505	-0.31690803112936583
0	-3.497588315837498	-0.336324283502307
0	-3.259901888365471	-0.7969742678780087
0	1.5717150324725324	-0.3276885947817798
1	3.872554776098543	-1.2484443297866037
0	-2.077541771389772	-0.3079117426465314
1	4.454495852178515	-0.8229859613238888
0	-1.3131916036204851	-0.16777976356896954
0	-2.6976923864678475	-0.5202917177721851
1	4.280869121519901	-0.9559236678688836
0	-1.845136040207306	-0.08154849478379869
0	-0.28150102103936525	-0.8719308774254093
0	-3.4385507597230838	-0.579091071834045
1	1.3333523168636876	-0.7677915177016014
1	4.681952503643402	0.8260062492222267
0	-3.6278102500548504	-0.04577617702638599
1	-2.8228275378551957	-1.231459622006016
1	4.731807186170383	-1.0504166369995873
1	-0.4667667957899516	-1.10485371168283
1	3.456833762267016	-0.5376805076397183
0	-1.7876527367634056	-0.37712667163130575
0	-2.465316441290798	-0.830851539860746
1	3.04022966298116	0.19525550303568787
0	-0.8016994760939383	0.20704107469732447
0	-1.4385764468296474	-0.53555936222913
0	-1.778613177943712	-0.4157086504905282
1	3.8872571977462185	-0.752218148224239
1	2.8059811446326575	-0.6257046679401892
0	-0.6092857027257407	0.33039967790741886
1	0.7309643956947763	-1.1948150378349573
0	-2.4248657961586253	-0.6042084056475892
1	3.4870010114546792	-0.7471482389126687
1	1.5572681597801226	-0.6828158272730667
0	-4.440100548718763	0.23645598688441072
1	4.935641893901472	-0.34644128278378516
1	-3.1239359288723243	-0.29778868821386206
0	-3.4785280987945493	-0.9263246134397163
1	-1.9267527022277176	-0.9193081896515841
0	-2.6903230527207826	-1.0481655194415298
1	2.9864513883990713	-0.3570242797985903
0	-2.012000481825234	0.138276612063601
1	3.779867056241678	-0.7858976580422604
0	-2.4057450414560506	-0.4297643978998129
1	2.0520139239452955	-0.5876134780244294
0	-2.5379080654074824	-0.7945530791297287
0	-1.318924436504	0.05268349118891568
0	-3.832069256817349	-0.786059764019323
1	3.9187078611388055	-0.5421743882680712
1	2.4389894116781474	0.11426832087769515
0	-3.9909615592994436	-0.5860167119892244
1	1.9109007207378044	-0.7660864935623245
0	-1.312502762351897	-0.3207689655218918
1	4.2667990317031	0.06342564710212911
0	-0.37042638474397555	0.2234863412445138
1	3.816745421016158	-0.15712833822958513
1	3.616663538907384	-0.6930441500615566
0	-3.875752459754483	-0.5981531320950633
0	-2.365600821856501	-1.8864641080945819
0	-3.9126699119727637	-0.3344463857387355
0	-2.2165278312470176	-0.614815105358971
0	-3.6313432601274154	-1.5065740088101567
0	-2.175452351734368	-0.9298384825697078
1	4.406365397526712	-1.2710278175584402
0	-1.1785820570621248	-0.477938843811147
0	-1.4281217294583022	-0.2808493423091797
1	2.4194586248527616	-0.5963887010926382
1	1.9727584639894407	-0.5155534715218428
1	3.626769710327008	-0.8477471410260156
0	-0.4171388461927418	-0.9885289381703269
1	2.736041056037545	-0.7528568321011552
0	-0.90678446996771	-0.5747518756208634
0	-2.441300703845907	-0.5724516402865865
0	-2.4289420436726963	-0.1865009280963168
1	-0.08342889368995521	-1.2144186103227816
0	-3.1351645746141386	-0.7411290678934963
1	-0.13414320146706132	-0.7601534681294917
0	-3.5065605868743903	-0.6131431745492165
0	-3.785396964755964	-1.2227202467635265
0	-3.957610828104369	-0.33255798697310657
1	0.9579819001472486	-1.1225345092017556
0	-0.45268911846689547	-0.5843060741501958
0	-2.858986890406392	-0.5720843584753895
0	-3.778462918007387	0.4805578093769826
1	2.4151917740188678	-0.15428343666135275
1	1.483147697445117	-1.1200485348926612
0	-1.9295893796066168	0.039251696608966526
1	3.9108224512035212	-0.43937210372978386
0	-2.665254333218179	-1.0269997798798367
1	-0.35263083593712047	0.0028548987667754884
1	2.3949447684960075	-0.1710170586860111
0	-2.8360733983058894	-0.4334602766982653
1	4.338032457841844	-1.077602840449258
0	-2.7980018437593537	-1.3147956119933482
0	-2.272461180753538	-0.8227523306870345
0	-1.6146414276612415	-0.5653610155609532
0	0.36406430962874636	-0.017813100218244362
1	1.797260388250251	-0.26373397947894783
0	-2.0494112669848685	-0.5537286902190399
1	2.9097285544409286	-0.6350791879092972
1	2.546035993220329	0.04186527158954748
1	4.044605828232363	-1.001774880875656
1	4.568848055388743	-0.1035636633354013
1	2.776975148433034	-1.4068839222491514
0	-2.6228479446836435	0.022705698012451002
0	-2.9539493372381616	-1.0274403361572586
0	-1.2277050229769868	-0.6664562328336894
0	-2.0137083554661475	-0.15345469996503924
1	0.6195147185179951	-0.10682852340808155
1	2.700603680586018	-1.6239088162358573
0	-1.9211120361129443	-0.6037735659595039
1	1.3199326157870555	-0.8086300901300914
1	3.3981461274870806	-0.19192314761624596
1	3.1179723529882963	0.6705056638858056
0	-4.558542475341651	-0.5627915360677613
0	-2.0772933042137596	0.6397948476978956
1	0.33717516863742236	-0.6871061124451131
0	-2.7078293768047934	-0.6150606669497954
1	2.686573659433694	-0.694996048046505
0	-3.168430523107179	0.40352712646036726
1	0.8110827320605406	0.00777298473916755
1	2.5629301690632933	-1.1952708451296998
0	-2.1986220501475664	-0.5883270039672552
0	-4.139286190285823	-0.39918290602940903
1	2.9015780248837224	-0.6379968939762066
0	-2.541920123372657	0.1738548808287228
1	1.7615859934856144	-0.8156375534193054
1	1.24408362948505	0.402921936138314
1	2.296103889635198	-0.41417073070875327
1	2.6264069664353005	0.07520788681291422
1	2.5874428501264717	-0.6718141846141725
0	-3.0530044327170445	-0.15503484610276555
0	-3.5044525246744507	-1.0231838136189377
1	3.2698742717343205	-0.974503271697221
0	0.30918181909877046	-0.34609821449126726
0	-2.8023498382181184	-0.923798256261174
1	2.952339104534235	-0.8778656435198068
1	4.3107045678518014	-0.4866670471176573
0	-4.415280663695508	-0.8153009314908738
0	-2.731258952430715	-0.5708528996466072
1	4.894070898189785	-1.0497267260862273
1	-1.0748925949776815	-1.0654109728776433
1	-0.3105823466635199	-0.8312825150902482
0	-2.236348905584836	-0.853945564932824
1	2.512599772814858	-0.019984004476083367
0	-0.5964105531780332	-0.8250027704913784
0	-2.46205928670898	-0.8553650241554747
1	-1.7018535527517447	-0.9033924154544738
0	-2.999555450355984	-0.23412997582986358
1	1.9283278076889419	-1.090623386407085
0	1.7522412701758507	-1.0252361600781914
1	4.901244779103633	-0.5440049370112334
0	1.861092979372249	0.050951934780137285
1	2.651531295746955	-0.7055851650628061
1	1.7573812973336291	-1.6187825477316165
0	-3.253441859529399	-0.6023386186209142
1	-1.0772437118263265	-0.7155636009419091
1	3.940693719772274	-0.7454154238723382
0	-0.2495337878226047	-0.33399182507697517
0	-0.16053488151763176	-0.7153658256652656
0	-0.49244994551730287	-0.6402420415819611
0	-1.1410303618666204	-0.5637902482050725
1	2.6174085795480897	-0.09068218136574918
0	-3.636408376261813	-0.9807632624998379
0	-3.697795183688712	0.16523306353155193
1	3.5434911660292006	-0.689055172721018
1	1.0437417161475926	-0.8756588498884417
0	-3.627927744694248	-0.3957448652412219
1	2.4183215175901855	-0.4498062444172053
1	3.393303442345056	-0.8856872918165809
1	0.6968032865718031	-0.21685781684207558
0	-3.629614761771253	-0.9110898689692736
1	3.7900578110962226	-0.13202320716036256
1	2.366938781388859	-0.7837946197888773
1	0.8167528720843237	-0.8610874742809664
0	-1.9966340442515953	0.0633486137387862
0	-1.7830411999530533	0.16799626143666552
0	-3.1008184608222806	-0.19999293371859883
0	-2.0456484080870205	-0.24419241405315084
1	-0.9305557530780627	0.0874364820540868
0	-1.8087898598152703	-0.5434627728726655
1	-0.9151632857616431	-0.09328805965690548
1	3.268264464324638	-1.5385319909310724
1	2.7363825539637316	-0.921215880151839
0	-1.8758773906039083	-1.3752448051679944
0	1.5006763917377435	-0.7495318649417884
1	3.6866409251782484	-1.3775150580223643
0	-0.1662527753766752	-0.240500510435929
0	-3.2426516293748153	-0.095708095765823
0	-1.1483546750191322	0.43140292046909906
1	3.8143215766363765	-1.3231473372910967
1	4.009877533978437	-0.11251275292932941
1	4.428485089175326	-0.622968005901087
1	-2.282501211439948	-0.7419390030320571
0	-3.864570232313756	-0.20193433836338953
1	-0.013973240320618809	-0.3350391461190151
0	-3.8252436015324145	-0.33476008336121554
1	1.645782141667172	-0.5110657932621281
1	4.779165895721537	-1.035540594651854
1	4.31429133544823	-0.21049917021036896
1	4.071766589926153	-0.7842462985902321
0	1.669458243914446	-0.7637964832790389
0	-1.195853905642171	-0.4641977535309118
1	4.513362691383527	0.14939596408533712
0	-3.7865506672182807	-0.6609512778099238
1	1.919484413044708	-0.6791132252410418
1	3.7204784797938704	1.286801923898226
0	-2.6118262248591666	-0.6529844998354695
1	-0.7913540842459342	-0.5664824914285532
1	-0.07206322152183789	-0.5661510793913266
0	2.059377500113226	-0.12762127279820745
0	-3.477883068206531	-0.5903178479136516
1	-0.2647631926823064	-0.2997725010736115
0	-2.988526433025511	-0.6297948594566213
1	3.7998313355453566	-0.13683502607696832
0	-1.9103678286650516	-1.1578888678162464
1	0.08415760893678134	-1.402098357337678
1	3.0886337194546982	-0.5702832997805635
0	-2.7829970679639717	-0.6016456539995247
0	-0.0036527106536961783	-0.45237168777911074
0	0.4537437632306039	-0.46414135147888563
0	-2.049406676232	-0.6213309350644936
0	-2.7169238919829257	-0.7256474942462953
1	3.2147818925495404	-0.824022213050825
1	0.7879130169812604	-0.6429808531234029
0	-3.469509340701613	-0.510050807301063
0	-2.0988863719387205	0.53858953242634
1	1.8515272791616155	-0.4863463057297463
0	-1.5204502966017024	-1.866919937654418
1	1.443080289860133	-0.2165941025483899
1	1.934634164132414	-0.6491441510872215
1	3.7762642826300215	-0.9486771852845501
1	2.7031784902863936	-1.2141883181781197
1	-2.4742092497432098	-0.2728997383716773
1	1.170531559727069	-0.19026956153093247
0	-2.9241004085736857	-0.7237544728126942
1	3.5008943589815047	-0.9718384292887143
1	-1.1598374013881791	-0.39046532689334656
0	-1.8684269597756498	-0.7127278424063992
1	2.168934144256026	-1.3022047391284974
0	-2.420296904858342	-1.7421770571489013
0	-3.125846881794224	-0.48945278131899794
0	-2.3935595942800343	-0.3434410894714988
1	0.2504588165845494	-0.42819201895365266
0	-3.834841123174044	-1.1175891978680987
0	-1.8235249186197948	-0.9736714477730107
1	3.4600223690132648	-0.9206264153398369
0	-3.876083725589931	-2.143940321383875
1	4.595252847694991	-0.9519929605998965
0	-2.654830508838149	-0.3120359247629476
1	3.7425976205809475	-0.7730096670190899
0	-3.3187394814498727	-0.22785036065689648
0	-2.736620039875811	-0.6820703648637666
1	4.572253034600606	-0.4214154296748651
0	-3.6168888595651807	-0.24242843712512704
0	-3.6099661196579595	-0.21021768878639197
0	-3.5142850485086528	-1.286249410152096
1	2.402190786364227	-1.6762703830132344
1	0.5252845637031379	-0.45166830070462466
1	4.854208772071727	-0.579903616013391
1	0.3574370934730322	-0.1344135488450795
0	-2.3377289057395045	-0.6997616891038919
1	1.8063130429802587	-0.5204356472467986
0	-4.058802783134577	-0.9553590229364413
0	-1.3352426997389484	-0.0756569233034617
1	-0.3552443476828247	1.1212326032634026
0	-0.827210152018938	-0.7350316066086549
0	-1.2647996502034111	-1.5310820399494607
0	-1.0966075645579227	-0.5687206871099242
0	-1.2752602911242192	-1.534203851603875
1	4.194024081119014	-0.4692755551688654
1	2.230341451059462	-0.40201976136131023
1	1.2545261432214585	-0.17395200991305765
0	-2.020445712667304	-0.36944587567218734
1	4.539392476437077	1.030635233810027
0	-2.7158633172395024	-0.3004667440349231
0	-3.5036666928986993	-0.38856013487906826
0	-2.867550371370569	-0.7219234701877137
0	-2.386183862906024	-0.5293266762187095
1	1.4581812682427082	-1.030724320378515
1	-0.6865382951084646	-0.40967319179415473
0	-1.4523756897971385	-0.4081464794491062
0	-1.7393011376303662	0.025475558103008028
0	-4.183689440747958	-0.22443134493017936
0	-1.2576484390937555	-0.7184554704440013
0	-3.8195241907051445	-0.2792985362562405
0	-3.6414392311129764	-1.2188898798039967
0	-0.39083959405301927	-0.3527238699549769
0	3.0583837232791278	-0.35880049819570087
0	-1.8707517487221303	-0.5438783558394167
0	-4.317626274410568	-0.7410279861858646
0	-3.6962424545388823	0.5978411233432865
1	1.0917304946971125	-0.7620277499861039
1	1.1624990691002033	-0.19349587083146463
0	-3.600381019929225	0.49746808747106014
1	-1.3874664273604	0.11611062089619993
0	-1.2775584906131	-0.8032301448863063
0	-3.291363345582431	-1.1108884859828065
1	4.2637974829525485	-0.02895291300661305
1	1.3127728738743902	-1.127210758440112
0	-0.7726620206449465	-0.4280668263669474
0	-2.951633182537811	-0.838593995225587
0	-1.2225327149974385	-0.5035217968662921
0	0.9490928606838819	0.1942156364114949
0	-0.5017410809252448	-0.6838530801191569
0	-2.8874710680508016	-0.6342798941054061
0	-1.5905284754195395	-0.7889541651770324
1	3.350269754900312	-1.3917155649564206
1	-0.669977949066625	-1.4274333000108432
1	3.4461981646838376	-0.6666810850100865
1	3.6847625867969005	-0.7931669424786265
1	4.045271770177455	-0.702873101792927
1	2.3603645707934158	2.1058187712972662
1	-0.032559495140638064	-0.7940977550732304
1	4.782328915302057	-0.8148660711619566
1	1.9388384135923948	-0.531608196822031
0	-4.32193812324555	-0.800286761835661
1	4.5606898806522125	-0.7243935062636871
1	2.9354799284759445	0.5548828421563128
0	-3.188731051944723	-0.2907403892822377
1	2.9422184187590807	-1.3905162055525437
1	1.8048044256731683	-0.8205317118460961
0	-2.0455892610205435	-0.9314107737571136
1	3.2196588638862282	-1.0085265910801773
1	3.2753760981804088	-1.1298569828185316
1	2.8537015742475513	-0.9313068731182246
1	2.034308843237058	-0.4183505332821501
1	4.524549756582197	-0.024528448280713214
0	-2.649233347882716	1.18764518076618
0	-1.135899757346358	-0.33255702625368655
0	-1.892451998536515	-0.5869907580906993
0	-2.082770105228087	-1.2754462482055127
0	-2.7448195301355334	-0.30210507945646004
0	-3.6195533137061235	-0.1414105531482186
1	4.119065769527229	-0.6809167306073269
1	-0.5973269636775421	-0.8451346372447737
0	-4.011126832628962	-0.6763435818842397
0	-1.967428938605694	-0.6966541299837256
0	-3.937839297349568	-0.6514448115602897
0	-4.52221435211619	-0.39238596823784244
0	-2.4700080038192835	-0.8992570810669094
1	3.906978467667941	-1.313338389855696
0	-3.403184264598437	-0.8201261186079847
0	-2.7519974178217868	-0.4897146776673602
1	1.5441122577182378	-0.5702918227897356
1	2.4074924022561026	-0.9953889101086005
1	-2.6015497248833532	-0.9210006910341116
1	0.8874758780618163	-0.1796110693537513
0	-2.8374666165086486	-1.0598944475190561
1	0.6257437172618759	-0.0553671493741307
0	2.6228274993651235	-0.9581235655853986
0	-3.465690507959153	-0.857975350731387
1	3.837533981145916	-0.9599030605882206
0	-2.7565752054583683	-0.16588818995299903
1	1.0762550114757965	-1.0507311039700893
0	-2.5323859112313762	-0.4895257753844887
0	-3.503548428380377	-0.5847736748661799
0	-3.704671876773507	-1.1285458467516314
1	2.7191708681119224	-0.40779727280230416
1	0.04620353139712288	-0.7289769223810111
0	-0.9029155763916022	-0.2950564480204855
1	1.7478841906694962	-0.954329811967008
0	-1.4888559072029508	-1.0594490329147126
1	3.3004101036158295	-0.3997832778149172
0	-3.1519847510693935	-0.8533720477099376
0	-1.194129783896296	-0.7835372287414477
1	0.1994372428972246	-0.4573584845883389
1	-2.5464712595029226	-0.6217771042884601
1	4.654631185881545	-0.8016925171560866
0	-1.4213800226043423	-0.43964860843390385
0	-0.9715298126128237	0.14303510064200423
0	-3.5014428147546672	-0.545946749386194
1	2.4788652797142565	-1.3405709683289304
0	-0.7878586370937476	-0.3357135513350041
0	-3.7239863060786647	-1.6003361243954313
1	1.4225631322709418	-0.9119504149524962
1	4.369191536722628	-1.6871157545047284
0	-1.402854492543799	-0.5626483346547129
1	2.654152844450253	0.24004999971803742
0	-3.988517074689269	-0.9274132035916018
1	-0.113656106957167	-0.3475720414662624
0	-2.771868074435009	-0.39099551795360327
0	-2.7476162153739496	-0.9128416815996665
1	0.7940724662353308	-0.9051099359710113
0	-2.8191196562658316	-0.38317326871655777
0	-1.5877531331572152	-0.6891933430041601
1	5.184939762066171	-0.7340942685612486
1	4.294651691297779	0.1364285623309091
0	-3.475701355305779	-0.756402090421816
0	-3.7598496756684137	-0.7946987785484881
1	2.2020219777506482	-1.0444350862905023
0	-2.9145122304745827	-0.568793794182219
1	2.459013851031438	-0.5033496607179624
1	5.026048464583502	-0.7778462802742981
1	2.1696511345160405	0.18827179037323513
0	-0.6061155235062555	-0.6050002135260252
0	-3.2125379960181877	0.35834469856995055
0	-3.914393725085757	-0.42873526061255945
1	3.5217735798769163	0.25787172143358833
0	-2.735660835796645	-1.3954229770647
1	-0.9108449589527113	0.4487297408548095
1	2.1351776200272132	-0.33969687784900854
1	2.4471938619288798	-0.789227257920726
0	-3.21492646950178	-0.8994751151895926
0	0.6874497072045608	-0.8769306486000575
0	0.6717783853918363	-0.416909499047381
1	0.6106504589352851	-0.04986164623044291
1	0.8022576823001158	-0.26002117165115496
0	-3.7342199128461466	-0.7208532353725194
0	-2.2358809209031927	-0.40277270638442914
1	-1.2379746226517974	-0.16229484721075874
1	4.804102847785703	-0.5651986139386938
0	1.7836478495336	-0.47230675679904793
0	-3.9352790085084477	-0.605436591264983
0	-3.9796757435344614	0.13227756591302978
1	4.46335281801157	-0.23429939747623701
1	2.197153726597534	-0.35228910098927657
1	4.275777515275918	0.03331977752399473
0	-0.4975729307511335	-0.14732464611615936
0	-3.8016051580226704	-0.312900625621699
1	3.464963516224595	-0.721064419246973
1	2.567824357588047	-0.0030207418724751273
0	-3.875301749169237	-0.7108822951328818
0	-3.1264415585201797	-0.9632479921584454
0	-3.623817188771657	-0.03358620216353487
1	0.027841508473087948	-0.5132214600087635
0	-3.3809246348392095	-0.9695112428313342
0	-2.9037822719015263	0.07770740356738264
0	-0.8182682664551667	-1.1281112244746465
1	5.01584426964592	-1.3149318686376543
0	-2.1505519036529956	-0.7946120616441275
0	0.3477587878034978	-0.3474301741606029
1	-4.030860809620334	-0.6787695725612014
1	1.963730798844936	-0.5871385149158853
1	4.568084638317156	-2.395061136237901
1	3.299297779133568	-0.41862735234503945
1	3.778931384662779	-0.4929822229031263
0	-2.3068234412163875	-0.7535405481461563
1	-0.18828014596933987	-0.6140557362837328
0	-2.6328586371594507	1.1569457187229766
0	0.20943318232033065	-0.6686228877609518
0	-2.9180748594529797	-0.3042237012982549
0	-2.118093764869693	0.014336938000831315
0	-3.6030814044596244	-1.0895917263076051
0	-0.21346990333843643	-0.11810746687829121
1	3.641405658843673	0.8905003840377618
1	-0.42568745061486307	-0.260180614213248
0	-3.396435224961304	-1.0716853632216654
1	3.4321839104355742	-1.402009007898681
1	4.385161757353202	-1.2530594961803236
0	-3.432646006895289	-0.011589934043056313
1	3.549664614423593	-1.0120381238066687
0	-2.723008948128486	-1.3837471986126741
0	-1.6128723305971255	-0.7473934102590339
0	-3.5038869238737447	-0.5210300892919553
0	-2.715524786240726	-0.23551866167173108
1	0.23012350970939655	-0.9821900401806636
1	1.176441635385411	-0.7598891611511449
1	2.1417213810951266	-0.5499041869224304
1	-0.16124523004891436	0.020535516319293637
1	1.6215195423745288	-0.4629749571291618
1	3.0912389262517803	-0.739177793514757
0	-0.8578183120520845	-0.4020155406281495
1	-0.40975178884390107	0.15314601289299204
1	2.8260609338644507	-1.8066881905034917
0	-4.194442270165745	-1.1549296323780744
1	-0.874060617194628	-0.6428546709250307
1	0.8550778956530026	-1.0305320854385027
0	-3.1780268736137685	-0.17183946130293237
0	-2.881545207242058	-0.7074467272262768
0	-1.5822717936958395	-1.0492646634690486
1	4.76890785040462	-0.289087576731147
1	3.9602765645821405	-1.3532202082902585
0	-2.861715066528563	-0.613400991606154
0	-3.990306229574326	-0.06970039536915665
1	4.444586886678546	0.44939024563627583
1	3.3198542772462156	-0.39957085165119943
1	1.1039394344912772	-1.033551625412227
0	-3.104281417683461	-0.22942957016027596
0	-3.905474871618629	-0.7319263492970299
1	1.3693701824625835	-0.2611238878243245
1	3.1999497927033733	-0.7361927351937935
1	4.4637762120859215	-1.140028181869369
1	3.5632990372353834	0.9870304382540612
1	4.614497858292685	-0.5704092993568426
0	-2.2753811792211267	-0.4534218387211951
0	-0.8530235832472407	-0.2177916952119303
1	2.317900624887454	-0.2443213083579727
0	-0.301670146625369	0.18404326345372324
0	0.692186597261739	-0.06476509021764834
0	-2.718390476941456	-0.7007948198531453
0	-2.111200579660814	0.4821601854405222
1	3.5472544937296897	-0.25614987687587215
1	4.948142139803293	-0.5553650533039973
1	4.027611993389806	-0.7015725628052609
1	4.161903602282046	-1.0222181910504913
1	2.9807332520008996	0.03205802071148251
0	-3.920721972558282	-0.6039740503548142
1	1.3905776553401181	-0.3815332305543519
0	-3.528430181533893	-0.6485663198750377
1	2.9076388211291517	-0.4288643127080403
0	-3.41341025036142	-0.6153411462783773
1	-1.3606079045292474	-0.4886236307789782
1	4.330925591828649	0.24552399759212992
0	-0.9971485664535796	-0.8979422929038129
0	-2.297699970533702	-0.5326072535319971
0	-3.2836170322880474	-0.6481400078487166
1	3.9082990838196245	-0.6588420127706286
0	-1.739017277204093	-0.41639465559503985
0	-3.1908722964752285	-0.1829026034119208
1	-0.5921038389872668	-0.5268487692189101
0	-2.2081130872324093	-0.17281327114567205
1	-1.9441538003815797	-0.8971835566321794
1	3.5886528309586367	-0.6070146242534304
0	-3.7289730528177047	-0.7392141297601638
1	3.4187965822925794	-1.489459938863073
1	-0.5359032999739209	-0.5049820239960132
1	1.7051859228492916	-0.03712315635495398
0	-2.502307187586682	-0.34281908399300126
1	2.185303263990225	-0.7070124594447076
0	-1.9593519285580954	0.10728326787517765
0	-1.948567045545708	-2.0030429543502737
0	-1.610947341189596	-1.2901543703445848
0	-3.566656415357986	-0.45244619958804877
1	2.7155096771479377	-0.29353364337641774
1	3.966182919984272	-0.5824975706927904
